slice_id	semantic_entity	scope_root	android_arm64	android_armv7	ios_arm64	ios_armv7	evidence_status	implementation	analysis_report	verification	remaining_gap
MP-D13-RESOURCE-ISEXISTMOTION-DIRECT-SCAN	ResourceManager isExistMotion unchecked query split UTF-8 dynamic keys exact String project direct module lookup full-map fallback including repeated direct node strict fixed raw object motion reads dynamic contains gates temporary raw owners early return exception and data-race boundaries	motionplayer.dll	callback@0x6A6AD8 split@0x695114 narrow@0x5B5E7C find@0x6E8CD4 strict@0x599038 contains@0x5999B8	callback@0x57B780 split@0x571C50 narrow@0x4EF09C find@0x5A7284 strict@0x4DD49C contains@0x4DD918	callback@0x100101AC8 split@0x1000F52D0 narrow@0x100049494 find@0x100139AA8 strict@0x1000EDA48 contains@0x1000EDEF0	callback@0xFECF4 cleanup@0xFEFC2 split@0xF1D20 narrow@0xF0708 find@0x139CEC strict@0xE9D10 contains@0xEA120	IMPLEMENTED	cpp/plugins/motionplayer/ResourceManager.cpp:544; cpp/plugins/motionplayer/MotionDispatch.h:318; cpp/plugins/motionplayer/RuntimeSupport.cpp:446; tests/unit-tests/plugins/motionplayer-dll.cpp:27126; tools/motionsim/generate_ncb_equivalence_ledger.py:521	analysis/motionplayer_resourcemanager_is_exist_motion_direct_fallback_scan_four_binary_2026-08-27.md	fresh four full 500/187/178/273-instruction callbacks and complete 134-instruction 19-state armv7 cleanup; fresh full split narrow strict-getter and contains helper families; exact unchecked segment access prefix ignored project exact-type direct lookup full restart scan raw-owner strict dynamic gate and exception audit; IDBs named commented bookmarked saved; deterministic ledger and strict TSV checks; formal build unavailable	No remaining semantic gap in the final root-reachable denominator; formal CMake unit and Web builds remain unavailable in this environment
MP-L13-RESOURCE-FINDMOTION-DISPATCH-ARRAY	ResourceManager findMotion isExistMotion-compatible direct full scan final strict raw motion node fresh PSBValueDispatch exact two-element Array actual matched module key deque object string ownership first-emplacement publication leak Void miss exception and data-race boundaries	motionplayer.dll	callback@0x6A72B4 dispatch@0x597EB4 array@0x702098 object-emplace-slow@0x6E941C deque-map-grow@0x53453C	callback@0x57B9F8 dispatch@0x4DCB50 array@0x5BAA70 object-emplace@0x57BD88 key-emplace@0x4EA126	callback@0x100101E84 dispatch@0x1000EC248 array@0x10029FF58 object-emplace@0x1001023D0 key-emplace@0x1001024C4	callback@0xFF11C cleanup@0xFF514 dispatch@0xE8874 array@0x2A4A80 object-emplace@0xFF728 key-emplace@0xFF7E0	IMPLEMENTED	cpp/plugins/motionplayer/ResourceManager.cpp:591; cpp/plugins/motionplayer/RuntimeSupport.cpp:450; cpp/plugins/motionplayer/RuntimeSupport.h:206; cpp/plugins/psbfile/PSBFile.cpp:21; tests/unit-tests/plugins/motionplayer-dll.cpp:27126; tools/motionsim/generate_ncb_equivalence_ledger.py:521	analysis/motionplayer_resourcemanager_find_motion_dispatch_array_owner_four_binary_2026-08-27.md	fresh four full 791/262/255/396-instruction callbacks and complete 207-instruction 35-state armv7 cleanup; fresh full Array factory and object/string deque emplace/grow helper families; exact shared query direct/full scan final strict dispatch Array actual key closure refs STL blocks first-publication leak and Void audit; IDBs named commented bookmarked saved; deterministic ledger strict TSV and diff checks; formal build unavailable	No remaining semantic gap in the final root-reachable denominator; formal CMake unit and Web builds remain unavailable in this environment
MP-L13-RESOURCE-FINDSOURCE-BLANK-OBJSOURCE	ResourceManager findSource exact src blank branch UTF-16 keys unchecked segments dimensions direct module lookup strict source group icon raw navigation fresh texture-null ObjSource nonsticky adaptor Dictionary four String dimensions Integer marker memberensure hints partial commit leak exception and data-race boundaries	motionplayer.dll	callback@0x6A7F1C adaptor@0x6E9504 dictionary@0x9C6D40 split@0x695114 strict@0x599038 contains@0x5999B8	callback@0x57BDE0 adaptor@0x5A7A04 wrapper@0x57C178 dictionary@0x7384A8 set-string@0x4E24EC set-int@0x4E2568	callback@0x100102594 adaptor@0x10013A190 wrapper@0x100102AB4 dictionary@0x1000A7A38 set-string@0x100102B3C set-int@0x100102BD0	callback@0xFF890 cleanup@0xFFC8C adaptor@0x13A274 wrapper@0xFFE54 dictionary@0xA6900 set-string@0xFFF28 set-int@0xFFFF8	IMPLEMENTED	cpp/plugins/motionplayer/ResourceManager.cpp:406; cpp/plugins/motionplayer/ResourceManager.cpp:426; cpp/plugins/motionplayer/MotionDispatch.h:318; tests/unit-tests/plugins/motionplayer-dll.cpp:27090; tools/motionsim/generate_ncb_equivalence_ledger.py:521	analysis/motionplayer_resourcemanager_find_source_blank_objsource_owner_four_binary_2026-08-27.md	fresh four full 646/262/227/374-instruction callbacks and complete 175-instruction 29-state armv7 cleanup; fresh full adaptor core and wrapper Dictionary factory String/Integer setter families; UTF16LE raw byte searches for src blank width height originX originY across all four with complete cursors and callback xrefs; exact branch unchecked key direct map strict dynamic gates facade attachment dictionary types hints partial commit and leak audit; IDBs named commented bookmarked saved; deterministic ledger strict TSV and diff checks; formal build unavailable	No remaining semantic gap in the final root-reachable denominator; formal CMake unit and Web builds remain unavailable in this environment
MP-L12-SOURCECACHE-LOAD-CLEAR-BUFLAYER	SourceCache loadSource composite key hit color-change miss pre-insert trim bake packed software tint persistent scratch Layer std list Entry copy erase clear invalidation getter owner exception and wrap boundaries with exact ResourceManager callback reuse	motionplayer.dll	load entry@0x6A4F88 clear entry@0x6A5818 getter@0x6A58DC trim@0x6A3EE0 bake@0x6A3FC0 tint@0x6A48F8 node@0x6E8040	load@0x57ACC8 clear@0x57B018 getter@0x57B060 identity@0x57A0AC trim@0x57A106 bake@0x57A168 tint@0x57A754 node@0x5A67DE	load@0x1001009AC clear@0x100100F10 getter@0x100100F84 identity@0x1000FF9D4 trim@0x1000FFA1C bake@0x1000FFB24 tint@0x10010032C list@0x100100E54	load@0xFDB50 clear@0xFE0D4 getter@0xFE11A identity@0xFCC9C trim@0xFCCD2 bake@0xFCD68 tint@0xFD4B4 list@0xFDFB0	IMPLEMENTED	cpp/plugins/motionplayer/SourceCache.h:54; cpp/plugins/motionplayer/SourceCache.cpp:131; cpp/plugins/motionplayer/SourceCache.cpp:485; cpp/plugins/motionplayer/SourceCache.cpp:508; cpp/plugins/motionplayer/SourceCache.cpp:716; cpp/plugins/motionplayer/SourceCache.cpp:733; cpp/plugins/motionplayer/SourceCache.cpp:743; cpp/plugins/motionplayer/SourceCache.cpp:815; tests/unit-tests/plugins/motionplayer-dll.cpp:15957; tests/unit-tests/plugins/motionplayer-dll.cpp:16039; tests/unit-tests/plugins/motionplayer-dll.cpp:16175; tests/unit-tests/plugins/motionplayer-dll.cpp:16375; tests/unit-tests/plugins/motionplayer-dll.cpp:16721; tools/motionsim/generate_ncb_equivalence_ledger.py:414	analysis/motionplayer_sourcecache_load_clear_buflayer_four_binary_2026-08-27.md	fresh complete four callback/helper/list-family audit including Android arm64 763-instruction combined range and three independent callback families; exact indeterminate color slots identity no-promotion copy-erase pre-insert signed-wrap trim draw/tint/scratch data flow RGB half divisor Alpha fixed 255 clear partial commit and getter CopyRef; local already matched; IDBs named commented bookmarked saved; formal build unavailable	No remaining semantic gap in the final root-reachable denominator; formal CMake unit and Web builds remain unavailable in this environment
MP-L12-OBJSOURCE-GETTERS-DRAW-TEXTURE	ObjSource strict origin width height category fallback fresh clip Dictionary full wide member names draw Layer conversion lazy texture RL8 RL32 palette BGRA Bitmap Texture publication adaptor destructor PSB owner and exception boundaries	motionplayer.dll	getters@0x69A3F4/0x69A4B8/0x69A57C/0x69A65C clip@0x69A73C draw@0x69AAB8 ensure@0x6D7834 dtor@0x6E145C RL8@0x6D7B70 RL32@0x6D7CF0	getters@0x57511C/0x575180/0x5751E4/0x575258 clip@0x5752CC draw@0x5754E4 ensure-entry@0x599A34 dtor@0x5A1EE8 RL8@0x599BEA RL32@0x571DA4	getters@0x1000F8E88/0x1000F8EEC/0x1000F8F50/0x1000F8FD0 clip@0x1000F9050 draw@0x1000F930C ensure@0x10012686C dtor@0x100132A60 RL8@0x1000F5510 RL32@0x1000F5474	getters@0xF5D4C/0xF5E04/0xF5EBC/0xF5F8C clip@0xF605C draw@0xF63C0 ensure@0x125D4C dtor@0x131AF8 RL8@0xF1F6A RL32@0xF1F10	IMPLEMENTED	cpp/plugins/motionplayer/SourceCache.h:101; cpp/plugins/motionplayer/SourceCache.cpp:241; cpp/plugins/motionplayer/SourceCache.cpp:266; cpp/plugins/motionplayer/SourceCache.cpp:307; cpp/plugins/motionplayer/SourceCache.cpp:315; cpp/plugins/motionplayer/SourceCache.cpp:340; cpp/plugins/motionplayer/SourceCache.cpp:467; tests/unit-tests/plugins/motionplayer-dll.cpp:15780; tools/motionsim/generate_ncb_equivalence_ledger.py:418	analysis/motionplayer_objsource_getters_clip_draw_decode_texture_lifetime_four_binary_2026-08-27.md	fresh four complete six-callback audit plus 378/internal277/224/360-instruction lazy texture bodies three EH cleanup families RL8/RL32 helpers adaptor vtable owner-clear and source destructor; UTF16LE raw-byte searches for left top right bottom across all four with all cursors done and callback xrefs; exact strict gates decode palette bitmap texture direct publication leak and destructor order; corrected evidence comment only; IDBs named commented bookmarked saved; formal build unavailable	No remaining semantic gap in the final root-reachable denominator; formal CMake unit and Web builds remain unavailable in this environment
MP-C16-PLAYER-SHAPE-AABB	Player updateLayers phase3 nonroot parent-before-gate type7 active projected fixed-radius rectangle parent clip intersection pointer publication and diagnostic-free boundary	motionplayer.dll	Player_updateLayersPhase3_ShapeAABB_guess@0x6BB0A0 115 instructions	Player_updateLayersPhase3_ShapeAABB_guess@0x587978 164 instructions	Player_updateLayersPhase3_ShapeAABB_guess@0x100110B20 112 instructions	Player_updateLayersPhase3_ShapeAABB_guess@0x10E274 143 instructions	IMPLEMENTED	cpp/plugins/motionplayer/PlayerUpdateGeometry.cpp:668; cpp/plugins/motionplayer/PlayerUpdateGeometry.cpp:701; tests/unit-tests/plugins/motionplayer-dll.cpp:22355	analysis/motionplayer_player_shape_aabb_four_binary_2026-08-27.md	fresh four full phase decompiles and complete 115/164/112/143 disassemblies all cursors done; exact parent-before-gate deque boundary double projection float publication parent clipping NaN order and no-call diagnostic audit; removed non-reference path snapshot label stderr and node-index sidecar; IDBs named commented bookmarked saved; formal build unavailable	No remaining semantic gap in the final root-reachable denominator; formal CMake unit and Web builds remain unavailable in this environment
MP-C17-PLAYER-CALC-BOUNDS	Player calcBounds retained ResourceManager lifetime recursive particle-before-done and type3 child paths ordinary source mask composite all-point transformed fixed16 and fallback four-corner floor ceil float-double publication diagnostic-free boundary	motionplayer.dll	Player_calcBounds_guess@0x6C10E4 480 instructions	Player_calcBounds_guess@0x58BE38 402 instructions	Player_calcBounds_guess@0x100115C68 332 instructions	Player_calcBounds_guess@0x11354C 433 instructions	IMPLEMENTED	cpp/plugins/motionplayer/PlayerRenderItems.cpp:321; cpp/plugins/motionplayer/MotionNode.h:89; cpp/plugins/motionplayer/NodeTree.cpp:255; cpp/plugins/motionplayer/RuntimeSupport.cpp:373; tests/unit-tests/plugins/motionplayer-dll.cpp:6930	analysis/motionplayer_player_calc_bounds_four_binary_2026-08-27.md	fresh four full decompiles and complete 480/402/332/433 disassemblies all cursors done; exact whole-call ResourceManager owner particle Array owner recursive publication masks vector priority fixed reads floor ceil narrowing NaN and unwind audit; removed non-reference path per-node and Player logs then deleted all-consumer-free compiled node ordinal; IDBs named commented bookmarked saved; formal build unavailable	No remaining semantic gap in the final root-reachable denominator; formal CMake unit and Web builds remain unavailable in this environment
MP-C18-PLAYER-NATIVE-CTOR-DTOR-OWNER-LEDGER	Player complete native constructor source-order members containers three ResourceManager CopyRefs descriptor colors publication exact defaults seven intentionally untouched POD slots synthetic-root frontier constructor rollback and normal destructor reverse-owner ledger	motionplayer.dll	Player_ctor_guess@0x6CC110 593 instructions dtor@0x6CCEBC 311 instructions	Player_ctor_guess@0x5935C4 281 instructions dtor@0x593C24 99 instructions	Player_ctor_guess@0x10011EC04 226 instructions dtor@0x10011F2A0 101 instructions	Player_ctor_guess@0x11D488 499 instructions dtor@0x11DCC4 175 instructions cleanup 108	IMPLEMENTED	cpp/plugins/motionplayer/PlayerCore.cpp:105; cpp/plugins/motionplayer/PlayerCore.cpp:171; cpp/plugins/motionplayer/Player.h:1310; cpp/plugins/motionplayer/Player.h:1390; cpp/plugins/motionplayer/Player.h:1420; cpp/plugins/motionplayer/Player.h:1470; cpp/plugins/motionplayer/Player.h:1530; cpp/plugins/motionplayer/Player.h:1560; cpp/plugins/motionplayer/RuntimeSupport.cpp:373	analysis/motionplayer_player_native_ctor_dtor_owner_ledger_four_binary_2026-08-27.md	fresh four full native ctor decompiles and complete 593/281/226/499 disassemblies all cursors done plus exact four caller-family xrefs; cross-audited prior full destructor reset node item deque ledger; exact source order RM owners dictionaries defaults seven uninitialized slots root publication local owner release rollback and normal reverse destruction; removed non-reference logger and PRTDIAG side effects; IDBs commented bookmarked saved; formal build unavailable	No remaining semantic gap in the final root-reachable denominator; formal CMake unit and Web builds remain unavailable in this environment
MP-C19-PLAYER-FIND-SOURCE-FOR-NODE	Player timeline source resolver leaking strict ResourceManager dispatch context snapshot backed-src blank and spec route Win cache KRKR handoff generic findSource strict property owners partial SourceState publication five callers and diagnostic-free exception boundary	motionplayer.dll	Player_findSourceForNode_guess@0x691CC8 1191 instructions	Player_findSourceForNode_guess@0x570500 676 instructions	Player_findSourceForNode_guess@0x1000F316C 586 instructions	Player_findSourceForNode_guess@0xEF97C 952 instructions	IMPLEMENTED	cpp/plugins/motionplayer/PlayerResource.cpp:665; cpp/plugins/motionplayer/PlayerResource.cpp:689; cpp/plugins/motionplayer/PlayerResource.cpp:760; cpp/plugins/motionplayer/PlayerResource.cpp:807; cpp/plugins/motionplayer/PlayerFrameProgress.cpp:664; cpp/plugins/motionplayer/PlayerUpdateLayerEval.cpp:979	analysis/motionplayer_player_find_source_for_node_four_binary_2026-08-27.md; analysis/motionplayer_krkr_atlas_imagepacker_four_binary_2026-08-27.md	UTF16LE blank unique four byte searches all cursors done; fresh four full root decompiles and complete 1191/676/586/952 disassemblies all cursors done plus exact five-caller xrefs; exact leak owner routing Win cache KRKR handoff raw status strict property partial store and unwind audit; removed non-reference path conversions narrow formatting and logger sidecars; downstream KRKR atlas helper closed by MP-C30; IDBs named commented bookmarked saved; formal build unavailable	No remaining semantic gap in the final root-reachable denominator; formal CMake unit and Web builds remain unavailable in this environment
MP-C20-PLAYER-VERTEX-MESH-PHASE	Player updateLayers phase3 complete parent mesh chain dirty propagation combined 4x4 patch affine quad inverse inherited tessellation forced-visible callbacks processed uint32 count owner and diagnostic-free helper boundary	motionplayer.dll	Player_updateLayersPhase3_VertexComputation_guess@0x6B98D0 1265 instructions	Player_updateLayersPhase3_VertexComputation_guess@0x5866F8 1108 instructions	Player_updateLayersPhase3_VertexComputation_guess@0x10010F6AC 961 instructions	Player_updateLayersPhase3_VertexComputation_guess@0x10CE30 1297 instructions	IMPLEMENTED	cpp/plugins/motionplayer/PlayerUpdateGeometry.cpp:153; cpp/plugins/motionplayer/PlayerUpdateGeometry.cpp:204; cpp/plugins/motionplayer/PlayerUpdateGeometry.cpp:296; cpp/plugins/motionplayer/PlayerUpdateGeometry.cpp:344; cpp/plugins/motionplayer/PlayerUpdateGeometry.cpp:393; cpp/plugins/motionplayer/PlayerUpdateGeometry.cpp:534; tests/unit-tests/plugins/motionplayer-dll.cpp:22355	analysis/motionplayer_player_vertex_mesh_phase_four_binary_2026-08-27.md	fresh four full phase decompiles and complete 1265/1108/961/1297 disassemblies all cursors done; exact property owner mesh chain dirty combine size exception fixed16 inverse W32 division ancestor count mirror callback and unwind audit; removed non-reference self-check diagnostics; corrected stale boundary by moving all-node delta pass to updateLayers root C15/C29; IDBs named commented bookmarked saved; formal build unavailable	No remaining semantic gap in the final root-reachable denominator; formal CMake unit and Web builds remain unavailable in this environment
MP-C21-PLAYER-CAMERA-CONSTRAINT-PHASE	Player updateLayers phase3 nonpreview type9 live raw-label-or-root target flip-remapped nine axis modes minimum direct maximum reduction priority nonzero dirty and all-nonroot accumulated translation boundary	motionplayer.dll	Player_updateLayersPhase3_CameraConstraint_guess@0x6B93E0 314 instructions	Player_updateLayersPhase3_CameraConstraint_guess@0x586228 370 instructions	Player_updateLayersPhase3_CameraConstraint_guess@0x10010F22C 270 instructions	Player_updateLayersPhase3_CameraConstraint_guess@0x10CA04 319 instructions	IMPLEMENTED	cpp/plugins/motionplayer/PlayerUpdateGeometry.cpp:8; cpp/plugins/motionplayer/PlayerUpdateGeometry.cpp:35; cpp/plugins/motionplayer/PlayerUpdateGeometry.cpp:130; cpp/plugins/motionplayer/PlayerUpdateGeometry.cpp:143; tests/unit-tests/plugins/motionplayer-dll.cpp:22355	analysis/motionplayer_player_camera_constraint_phase_four_binary_2026-08-27.md	fresh four full phase decompiles and complete 314/370/270/319 disassemblies all cursors done; exact preview count gate raw-label fallback flip remap nine accumulator ordered FP direct maximum minimum priority dirty and second-loop publication audit; local already matched; IDBs named commented bookmarked saved; formal build unavailable	No remaining semantic gap in the final root-reachable denominator; formal CMake unit and Web builds remain unavailable in this environment
MP-C22-MOTIONNODE-VISIBLE-ANCESTOR-POINTER	MotionNode visibility parent-first borrowed raw visible-ancestor pointer producer cross-Player type3 and particle child-root forwarding prepared-item parentItem consumer null self stale lifetime and no-index topology	motionplayer.dll	visibility@0x6BACBC 81 motion-sub@0x6BB4A0 833 particle-system@0x6BC4BC 1290 builder@0x6BF714 1507	visibility@0x58762C 89 motion-sub@0x587E00 760 particle-system@0x588A48 1234 builder@0x58B178 944	visibility@0x1001107BC 66 motion-sub@0x100110EEC 709 particle-system@0x100111D08 1112 builder@0x1001148F8 820	visibility@0x10DF88 64 motion-sub@0x10E68C 921 particle-system@0x10F51C 1452 builder@0x1123D8 1034	IMPLEMENTED	cpp/plugins/motionplayer/MotionNode.h:338; cpp/plugins/motionplayer/PlayerUpdateLayersInternal.h:334; cpp/plugins/motionplayer/PlayerUpdateGeometry.cpp:537; cpp/plugins/motionplayer/PlayerUpdateChildMotion.cpp:353; cpp/plugins/motionplayer/PlayerUpdateParticles.cpp:308; cpp/plugins/motionplayer/PlayerRenderItems.cpp:672; cpp/plugins/motionplayer/PlayerRenderItems.cpp:787; cpp/plugins/motionplayer/RuntimeSupport.h:138; tests/unit-tests/plugins/motionplayer-dll.cpp:14638; tests/unit-tests/plugins/motionplayer-dll.cpp:18193	analysis/motionplayer_visible_ancestor_pointer_pipeline_four_binary_2026-08-27.md	fresh four visibility producer decompiles and complete 81/89/66/64 disassemblies; fresh four complete particle-system 1290/1234/1112/1452 and prepared-builder 1507/944/820/1034 bodies plus prior same-turn complete motion-sub 833/760/709/921 evidence; exact pointer offsets cross-Player forwarding direct consumer partial commit self stale and nonowner lifetime audit; restored raw pointer and deleted integer sidecars; tests updated; IDBs named commented bookmarked saved; formal build unavailable	No remaining semantic gap in the final root-reachable denominator; formal CMake unit and Web builds remain unavailable in this environment
MP-C23-PLAYER-CAMERA-NODE-PHASE	Player updateLayers phase3 first active type5 camera winner hasCamera reset backed raw-target focus fallback float-narrow projected root delta root-Player affine plus-half toward-zero offsets cameraActive FOV position sticky target and normalized angle	motionplayer.dll	Player_updateLayersPhase3_CameraNode_guess@0x6BAE08 164 instructions	Player_updateLayersPhase3_CameraNode_guess@0x587748 154 instructions	Player_updateLayersPhase3_CameraNode_guess@0x1001108C4 151 instructions	Player_updateLayersPhase3_CameraNode_guess@0x10E048 149 instructions	IMPLEMENTED	cpp/plugins/motionplayer/PlayerUpdateGeometry.cpp:555; cpp/plugins/motionplayer/PlayerUpdateGeometry.cpp:568; cpp/plugins/motionplayer/PlayerUpdateGeometry.cpp:580; cpp/plugins/motionplayer/PlayerUpdateGeometry.cpp:598; cpp/plugins/motionplayer/PlayerUpdateLayersInternal.h:306; tests/unit-tests/plugins/motionplayer-dll.cpp:19885	analysis/motionplayer_player_camera_node_phase_four_binary_2026-08-27.md	fresh four full phase decompiles and complete 164/154/151/149 disassemblies all cursors done; exact first-winner gates backed label focus fallback float narrowing root affine quantization cameraActive sticky target atan2 normalization and malformed FP audit; local already matched; IDBs named commented bookmarked saved; formal build unavailable	No remaining semantic gap in the final root-reachable denominator; formal CMake unit and Web builds remain unavailable in this environment
MP-C24-PLAYER-SHAPE-GEOMETRY-PHASE	Player updateLayers phase3 nonroot type1 active-slot-not-done type-first partial HitData point circle rect quad writes negative-scale unknown-kind retention native quad FP grouping and diagnostic-free boundary	motionplayer.dll	Player_updateLayersPhase3_ShapeGeometry_guess@0x6BB274 138 instructions	Player_updateLayersPhase3_ShapeGeometry_guess@0x587BAC 160 instructions	Player_updateLayersPhase3_ShapeGeometry_guess@0x100110CE0 127 instructions	Player_updateLayersPhase3_ShapeGeometry_guess@0x10E46C 145 instructions	IMPLEMENTED	cpp/plugins/motionplayer/PlayerUpdateGeometry.cpp:665; cpp/plugins/motionplayer/PlayerUpdateLayersInternal.h:495; cpp/plugins/motionplayer/HitTestInternal.h:12; cpp/plugins/motionplayer/MotionNode.h:362; tests/unit-tests/plugins/motionplayer-dll.cpp:22221	analysis/motionplayer_player_shape_geometry_phase_four_binary_2026-08-27.md	fresh four full phase decompiles and complete 138/160/127/145 disassemblies all cursors done; exact root exclusion active-slot unchecked gate type-first partial slot ownership fixed16 negative scale unknown retention optimized quad grouping ABI alignment and no-call boundary audit; local already matched; IDBs named commented bookmarked saved; formal build unavailable	No remaining semantic gap in the final root-reachable denominator; formal CMake unit and Web builds remain unavailable in this environment
MP-A30-D3DEMOTEPLAYER-SURFACE-FACTORY-CLONE-TODO	D3DEmotePlayer independent D3DLayerListener hierarchy 4 constants 54-member NCB surface typed factory primary-only clone raw-owner destructor vtable callbacks and seven intentional TODO leaves	DrawDeviceD3D.dll / D3DEmotePlayer	registrar@0x52E8E4 1309 factory@0x542B44 89 clone@0x53039C 41 dtor@0x533FE0 36 TODO cluster@0x530530..0x530F08	registrar@0x494078 478 factory@0x4A4080 78 clone@0x4949D4 16 dtor@0x497870 12 TODO cluster@0x494AC4..0x4950D0	registrar@0x100232278 432 factory@0x100245DC0 67 clone@0x100232DC8 19 dtor@0x100236374 12 TODO cluster@0x100232F08..0x100233524	registrar@0x230F46 539 factory@0x2465B8 115 clone@0x2319DC 54 dtor@0x235076 12 TODO cluster@0x231B4E..0x2322CC	IMPLEMENTED	cpp/plugins/DrawDeviceD3D.cpp:786; cpp/plugins/DrawDeviceD3D.cpp:1753; cpp/plugins/motionplayer/EmotePlayer.h:304; cpp/plugins/motionplayer/EmotePlayer.h:442; cpp/plugins/motionplayer/EmotePlayer.cpp:132; cpp/plugins/motionplayer/EmotePlayer.cpp:210; cpp/plugins/motionplayer/EmotePlayer.cpp:239; cpp/plugins/motionplayer/EmotePlayer.cpp:257; cpp/plugins/motionplayer/EmotePlayer.cpp:343; cpp/plugins/motionplayer/EmotePlayer.cpp:487	analysis/motionplayer_d3demoteplayer_surface_factory_clone_todo_four_binary_2026-08-27.md	fresh four registration roots class setups member registrars factories clones TODO leaves complete/deleting destructors and IsVisible/Draw decompiles; complete 1309/478/432/539 registrar pagination plus every task-local function disassembly done; UTF16LE exact TODO searches and xrefs; exact 0x38/0x24 layout 4 constants 54 order one-Void sentinel primary-only clone leak window secondary-primary teardown and no-return TODO audit; local matched without semantic edit; IDBs renamed commented bookmarked saved	No task-local static gap; runtime and global denominator verification remain tracked under MP-F03..F07 and MP-V01..V16
MP-A31-DRAWDEVICED3D-SEVEN-CLASS-NCB-SURFACES	DrawDeviceD3D.dll seven concrete script classes exact order independent NCB identities six complete registrars raw and typed factories zero-argument module constructor and D3DEmotePlayer cross-slice surface	DrawDeviceD3D.dll	Draw/D3D/Layer/Image/Picture/Module registrars@0x52A618/0x52BC18/0x52CE8C/0x52D768/0x52DCE0/0x52E388 factories@0x52B654/0x52CC54/0x52D308/0x52D98C/0x53F140/0x5416A8	registrars@0x492790/0x492F10/0x49345C/0x493950/0x493BBC/0x493E54 factories@0x492BFC/0x49337C/0x49361C/0x4939F8/0x4A1014/0x4A3060	registrars@0x10023070C/0x100230FF0/0x100231618/0x100231AFC/0x100231DD0/0x100232078 factories@0x100230C88/0x10023156C/0x1002317E8/0x100231BE8/0x10024227C/0x100244A08	registrars@0x22F622/0x22FDFA/0x230408/0x230932/0x230B86/0x230DB0 factories@0x22FB28/0x230300/0x230594/0x2309DC/0x2420A0/0x244EF8	IMPLEMENTED	cpp/plugins/DrawDeviceD3D.cpp:1258; cpp/plugins/DrawDeviceD3D.cpp:1288; cpp/plugins/DrawDeviceD3D.cpp:1336; cpp/plugins/DrawDeviceD3D.cpp:1442; cpp/plugins/DrawDeviceD3D.cpp:1490; cpp/plugins/DrawDeviceD3D.cpp:1614; cpp/plugins/DrawDeviceD3D.cpp:1652; cpp/plugins/DrawDeviceD3D.cpp:1675; cpp/plugins/DrawDeviceD3D.cpp:1697; cpp/plugins/DrawDeviceD3D.cpp:1708; cpp/plugins/DrawDeviceD3D.cpp:1731; cpp/plugins/DrawDeviceD3D.cpp:1753; tests/unit-tests/plugins/motionplayer-dll.cpp:8781; tests/unit-tests/plugins/motionplayer-dll.cpp:9655; tests/unit-tests/plugins/motionplayer-dll.cpp:9857; tests/unit-tests/plugins/motionplayer-dll.cpp:15354	analysis/motionplayer_drawdevice_d3d_ncb_surfaces_four_binary_2026-08-27.md; analysis/motionplayer_d3demoteplayer_surface_factory_clone_todo_four_binary_2026-08-27.md; analysis/motionplayer_drawdevice_d3d_dependency_root_four_binary_2026-08-27.md	fresh four static class roots six member registrars and all factory/constructor families decompiled; complete 24 registrar disassemblies plus task-local factory disassemblies all done; exact 68-name UTF16LE matrix with no missing patterns; exact class order shared 33-name root surface independent identities Layer constants Image/Picture/Module surfaces arity sentinel surplus attach failure and default audit; local matched without semantic edit; IDBs renamed commented bookmarked saved	No task-local static gap; global all-registration denominator remains MP-A32 and runtime verification remains MP-V
MP-A32-REGISTRATION-STRINGS-ARGUMENTS-BINDINGS	Final four-root registration denominator exact UTF16LE spelling case owner sequence descriptor kind binding target required and optional arguments defaults surplus sentinel and platform disposition	motionplayer.dll + emoteplayer.dll + DrawDeviceD3D.dll + DrawDeviceD3DZ.dll	494-row aggregate from four-target address-bearing NCB evidence plus fresh DrawDeviceD3D registrar factory and raw-string matrix	494-row aggregate from four-target address-bearing NCB evidence plus fresh DrawDeviceD3D registrar factory and raw-string matrix	494-row aggregate from four-target address-bearing NCB evidence plus fresh DrawDeviceD3D registrar factory and raw-string matrix	494-row aggregate from four-target address-bearing NCB evidence plus fresh DrawDeviceD3D registrar factory and raw-string matrix	IMPLEMENTED	analysis/motionplayer_registration_contracts.tsv; tools/motionsim/generate_local_ncb_inventory.py; tools/motionsim/generate_ncb_equivalence_ledger.py; tools/motionsim/generate_registration_contracts.py; cpp/plugins/motionplayer/main.cpp; cpp/plugins/DrawDeviceD3D.cpp	analysis/motionplayer_registration_strings_arguments_bindings_final_reconciliation_2026-08-27.md; analysis/motionplayer_ncb_equivalence_ledger_2026-08-27.md; analysis/motionplayer_drawdevice_d3d_ncb_surfaces_four_binary_2026-08-27.md; analysis/motionplayer_d3demoteplayer_surface_factory_clone_todo_four_binary_2026-08-27.md; analysis/motionplayer_emoteplayer_module_decrypt_root_four_binary_2026-08-27.md	regenerated 316 local 316 native 316 merged zero-unmapped ledgers and 494 unique final contracts; strict raw constructor factory owner-set assertions; all four platform fields and evidence reports nonempty; exact D3D 68-name UTF16LE matrix and complete registrars; explicit 18 raw optional-default matrix typed no-script-default rule class module dynamic injected and internal identity rows; no semantic edit; git diff check passed	No task-local static gap; MP-A03 module loading mechanism and global function object verification remain independent
